Protein A (gene name)	Protein B (gene name)	PubMed ID	Source databases
Aldoa	Pdpk1	15102471	"psi-mi:""MI:0469""(IntAct)"
Aldoa	Hbb-b2	15627969	"psi-mi:""MI:0469""(IntAct)"
Aldoa	Btk	15102471	"psi-mi:""MI:0469""(IntAct)"
Aldoa	Ubqln1	15627969	"psi-mi:""MI:0469""(IntAct)"
Aldoa	Hbb-b1	15627969	"psi-mi:""MI:0469""(IntAct)"
Aldoa	Tkt	15627969	"psi-mi:""MI:0469""(IntAct)"
Aldoa	Ppib	15627969	"psi-mi:""MI:0469""(IntAct)"
Aldoa	Cd47	15627969	"psi-mi:""MI:0469""(IntAct)"
Aldoa	Prdx2	15627969	"psi-mi:""MI:0469""(IntAct)"
Alk	Shc1	15226403	"psi-mi:""MI:0463""(biogrid)"
Alox5	Alox5ap	19075240	"psi-mi:""MI:0463""(biogrid)"
Als2	Gria2	17093100	"psi-mi:""MI:0463""(biogrid)"
Als2	Dlg4	17093100	"psi-mi:""MI:0463""(biogrid)"
Als2	Grip1	17093100	"psi-mi:""MI:0463""(biogrid)"
Als2	Sod1	20339559	"psi-mi:""MI:0463""(biogrid)"
Alx3	Jdp2	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Sox15	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Prrx1	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Tbx21	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Sox2	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Tle6	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Ldb1	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Lmx1b	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Pou3f4	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Rax	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Pou4f2	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Pax3	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Hoxd13	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Mixl1	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Med16	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Lef1	11696550	MI:0974(innatedb)
Alx4	Cdx2	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Ercc8	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Dlx5	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Hoxd12	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Dlx1	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Hoxa11	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Cdx4	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Foxh1	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Hoxc4	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Alx4	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Cdx1	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Hoxb13	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Hoxa10	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Foxa1	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Gtf3c1	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Otx2	20211142	"psi-mi:""MI:0463""(biogrid)"
Alx4	Dlx2	20211142	"psi-mi:""MI:0463""(biogrid)"
Ambra1	Park2	21753002	"psi-mi:""MI:0463""(biogrid)"
Amd1	Was	15102471	"psi-mi:""MI:0469""(IntAct)"
Amd1	Shc1	15102471	"psi-mi:""MI:0469""(IntAct)"
Amelx	Ahsg	15883644	"psi-mi:""MI:0469""(IntAct)"
Amelx	Bgn	15883644	"psi-mi:""MI:0469""(IntAct)"
Amelx	Ppp1ca	15883644	"psi-mi:""MI:0469""(IntAct)"
Amelx	Tmem179b	15883644	"psi-mi:""MI:0469""(IntAct)"
Amelx	Amelx	21825148	MI:0465(dip)
Amfr	Ubxn1	16709668	"psi-mi:""MI:0486""(UniProt)"
Amfr	Derl2	18216283	MI:0974(innatedb)
Amfr	Vcp	16709668|16709668	"psi-mi:""MI:0486""(UniProt)|psi-mi:""MI:0463""(biogrid)"
Amfr	Rad23b	16709668	"psi-mi:""MI:0486""(UniProt)"
Amfr	Ngly1	16709668|16709668	"psi-mi:""MI:0486""(UniProt)|psi-mi:""MI:0463""(biogrid)"
Amfr	Mgrn1	26743086	"psi-mi:""MI:0463""(biogrid)"
Amigo1	Kcnb1	MINT-8298551|22056818	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Amot	Mpp6	18824598	"psi-mi:""MI:0463""(biogrid)"
Amot	Yap1	21145499	"psi-mi:""MI:0463""(biogrid)"
Amot	Ptpn13	18824598	"psi-mi:""MI:0463""(biogrid)"
Amot	Plekhg5	18824598	"psi-mi:""MI:0463""(biogrid)"
Amot	Wwtr1	21145499	"psi-mi:""MI:0463""(biogrid)"
Amot	Lin7c	18824598	"psi-mi:""MI:0463""(biogrid)"
Amot	Mpdz	18824598	"psi-mi:""MI:0463""(biogrid)"
Amot	Mpp5	18824598	"psi-mi:""MI:0463""(biogrid)"
Amot	Inadl	18824598	"psi-mi:""MI:0463""(biogrid)"
Amot	Flna	18824598	"psi-mi:""MI:0463""(biogrid)"
Amotl1	Mpp5	18824598	"psi-mi:""MI:0463""(biogrid)"
Amotl1	Plekhg5	18824598	"psi-mi:""MI:0463""(biogrid)"
Amotl1	Lin7c	18824598	"psi-mi:""MI:0463""(biogrid)"
Amotl1	Mpdz	18824598	"psi-mi:""MI:0463""(biogrid)"
Amotl2	Plekhg5	18824598	"psi-mi:""MI:0463""(biogrid)"
Amotl2	Lin7c	18824598	"psi-mi:""MI:0463""(biogrid)"
Amotl2	Mpdz	18824598	"psi-mi:""MI:0463""(biogrid)"
Amotl2	Mpp5	18824598	"psi-mi:""MI:0463""(biogrid)"
Amph	Capn2	17541403|17541403	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Amph	Dnm2	9525921|23640057	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Amph	Dnm3	23640057	"psi-mi:""MI:0469""(IntAct)"
Amph	Dnm1	23640057	"psi-mi:""MI:0469""(IntAct)"
Amph	Ap2a2	7730311|7730311	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Amy1	Pygl	20391537	"psi-mi:""MI:0469""(IntAct)"
Amy1	Pygm	20391537	"psi-mi:""MI:0469""(IntAct)"
Amy1	Akap8	12414807	"psi-mi:""MI:0463""(biogrid)"
Amy1	Ppib	20391537	"psi-mi:""MI:0469""(IntAct)"
Amy1	Ctsz	20391537	"psi-mi:""MI:0469""(IntAct)"
Amy1	Ftl1	20391537	"psi-mi:""MI:0469""(IntAct)"
Amy1	Cat	20391537	"psi-mi:""MI:0469""(IntAct)"
Amy1	Pygb	20391537	"psi-mi:""MI:0469""(IntAct)"
Amy1	Cps1	20391537	"psi-mi:""MI:0469""(IntAct)"
Amy1	Gyg1	20391537	"psi-mi:""MI:0469""(IntAct)"
Amy1	Agl	20391537	"psi-mi:""MI:0469""(IntAct)"
Amy1	Hbb-b2	20391537	"psi-mi:""MI:0469""(IntAct)"
Amy1	Gys2	20391537	"psi-mi:""MI:0469""(IntAct)"
Amy1	Stbd1	20391537	"psi-mi:""MI:0469""(IntAct)"
Amy1	Ppp1ca	20391537	"psi-mi:""MI:0469""(IntAct)"
Amy1	Ctsb	20391537	"psi-mi:""MI:0469""(IntAct)"
Amy1	Fth1	20391537	"psi-mi:""MI:0469""(IntAct)"
Anapc2	Invs	12471060	"psi-mi:""MI:0463""(biogrid)"
Anapc7	Pik3ca	15102471	"psi-mi:""MI:0469""(IntAct)"
Ang3	Ang3	23170778|23170778	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ank2	Actg1	19109891	"psi-mi:""MI:0469""(IntAct)"
Ank2	Dctn4	19109891	"psi-mi:""MI:0469""(IntAct)"
Ank2	Kif3a	22632975	"psi-mi:""MI:0469""(IntAct)"
Ank2	Sptan1	22632975	"psi-mi:""MI:0469""(IntAct)"
Ank2	Ehd3	20489164	"psi-mi:""MI:0486""(UniProt)"
Ank2	Ehd2	20489164	"psi-mi:""MI:0486""(UniProt)"
Ank2	Kifap3	22632975	"psi-mi:""MI:0469""(IntAct)"
Ank2	Ehd4	20489164	"psi-mi:""MI:0486""(UniProt)"
Ank2	Ehd1	20489164	"psi-mi:""MI:0486""(UniProt)"
Ank3	Pik3r1	16377635	MI:0974(innatedb)
Ank3	Hook1	15823567	"psi-mi:""MI:0463""(biogrid)"
Ankrd1	Mb	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Xirp2	IM-24130	"psi-mi:""MI:0471""(MINT)"
Ankrd1	Eif5	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Agtr1a	24515436|IM-24130	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Lce3f	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Krt4	24515436|IM-24130	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Xirp2	24515436	"psi-mi:""MI:0471""(MINT)"
Ankrd1	Ttn	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Gapdh	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Slain2	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Fth1	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Eif3d	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Actn1	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Des	24515436|IM-24130	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Cpd	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Tnnt3	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Ncl	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Rpl13	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Myf6	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Cav3	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Ewsr1	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Brms1	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Tnxb	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Setd6	IM-24130|24515436	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd1	Thbd	24515436|IM-24130	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ankrd17	Irak1	15102471	"psi-mi:""MI:0469""(IntAct)"
Ankrd2	Id3	23824195	"psi-mi:""MI:0486""(UniProt)"
Ankrd22	Cited4	20211142	"psi-mi:""MI:0463""(biogrid)"
Ankrd27	Rab38	18477474	"psi-mi:""MI:0486""(UniProt)"
Ankrd27	Rab40c	25661869	"psi-mi:""MI:0463""(biogrid)"
Ankrd37	Ubc	21723927	"psi-mi:""MI:0463""(biogrid)"
Ankrd37	Fem1b	21723927	"psi-mi:""MI:0463""(biogrid)"
Ankrd54	Itk	15102471	"psi-mi:""MI:0469""(IntAct)"
Ankrd54	Lyn	15102471	"psi-mi:""MI:0469""(IntAct)"
Ankrd6	Dvl2	17032765	MI:0465(dip)
Anks3	Zfp446	20211142	"psi-mi:""MI:0463""(biogrid)"
Anks3	Zfp473	20211142	"psi-mi:""MI:0463""(biogrid)"
Anks4b	Traf1	15102471	"psi-mi:""MI:0469""(IntAct)"
Anks4b	Ush1c	15461667	"psi-mi:""MI:0463""(biogrid)"
Ankzf1	Vcp	21070972	"psi-mi:""MI:0469""(IntAct)"
Anp32a	Hdac2	17557114|17557114	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Anp32a	Nfatc2	15102471	"psi-mi:""MI:0469""(IntAct)"
Anp32a	E4f1	17557114	"psi-mi:""MI:0463""(biogrid)"
Anpep	Fcgbp	17205597	"psi-mi:""MI:0469""(IntAct)"
Anpep	Tlr4	25801433	MI:0974(innatedb)
Anpep	Enpep	17205597	"psi-mi:""MI:0469""(IntAct)"
Anpep	Mep1b	17205597	"psi-mi:""MI:0469""(IntAct)"
Anpep	Atp1b1	17205597	"psi-mi:""MI:0469""(IntAct)"
Anpep	Vcp	17205597	"psi-mi:""MI:0469""(IntAct)"
Anpep	Naaladl1	17205597	"psi-mi:""MI:0469""(IntAct)"
Anpep	Atp1a1	17205597	"psi-mi:""MI:0469""(IntAct)"
Anxa1	Dysf	14506282	"psi-mi:""MI:0463""(biogrid)"
Anxa1	Irak1	15102471	"psi-mi:""MI:0469""(IntAct)"
Anxa13	Chuk	15102471	"psi-mi:""MI:0469""(IntAct)"
Anxa2	Dysf	14506282	"psi-mi:""MI:0463""(biogrid)"
Anxa2	Isg15	16139798	"psi-mi:""MI:0463""(biogrid)"
Anxa2	Enam	15883644	"psi-mi:""MI:0469""(IntAct)"
Anxa2	Prkce	15251432|15251432	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Anxa2	Rps27a	15620714|15620714	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Anxa2	Sumo1	25775977|IM-24056	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Anxa4	Cdh17	17205597	"psi-mi:""MI:0469""(IntAct)"
Anxa4	Pdia3	17205597	"psi-mi:""MI:0469""(IntAct)"
Anxa5	Kcnma1	19423573	"psi-mi:""MI:0469""(IntAct)"
Anxa5	Lgals2	17205597	"psi-mi:""MI:0469""(IntAct)"
Anxa5	Rps27a	17205597	"psi-mi:""MI:0469""(IntAct)"
Anxa6	Isg15	16139798	"psi-mi:""MI:0463""(biogrid)"
Anxa7	Sri	14644162	"psi-mi:""MI:0463""(biogrid)"
Ap1b1	Grb2	18789888	MI:0974(innatedb)
Ap1g1	Pi4kb	23258225|IM-22093	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ap1g1	Lamp1	IM-22093|23258225	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ap1g1	Ctsd	23258225|IM-22093	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ap1g1	Cltc	23258225|IM-22093	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ap1g1	Ap3d1	23258225|IM-22093	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ap1g1	Vti1b	IM-22093|23258225	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ap1g1	Ap1m1	24843023|23415225	"psi-mi:""MI:0486""(UniProt)|psi-mi:""MI:0469""(IntAct)"
Ap1g1	Syt1	MINT-7949277|20203623	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ap1g1	Rab5a	IM-22093|23258225	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ap1m1	Ap1g1	23415225	"psi-mi:""MI:0469""(IntAct)"
Ap2a1	Sgip1	17626015	"psi-mi:""MI:0486""(UniProt)"
Ap2a1	Eps15	17626015	"psi-mi:""MI:0486""(UniProt)"
Ap2a1	Grin2b	16710293|16710293	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ap2a2	Necap1	24130457	MI:0465(dip)
Ap2a2	Eps15	10430869	"psi-mi:""MI:0471""(MINT)"
Ap2a2	Dnm1	7730311|7730311	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ap2a2	Ap2s1	12086608	"psi-mi:""MI:0469""(IntAct)"
Ap2b1	Pip5k1c	17290217	"psi-mi:""MI:0471""(MINT)"
Ap2b1	Eps15	9182572	"psi-mi:""MI:0463""(biogrid)"
Ap3b1	Btk	15102471	"psi-mi:""MI:0469""(IntAct)"
Apaf1	Ppp1ca	17274640	"psi-mi:""MI:0469""(IntAct)"
Apba1	Cask	9822620	"psi-mi:""MI:0463""(biogrid)"
Apba1	Rab6b	23737971	"psi-mi:""MI:0469""(IntAct)"
Apba1	Ppfia2	16186258	"psi-mi:""MI:0463""(biogrid)"
Apbb1	Rnf157	25342469	"psi-mi:""MI:0463""(biogrid)"
Apbb1	Enah	9407065	"psi-mi:""MI:0463""(biogrid)"
Apbb1ip	Hras	15642358|15642358	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Apbb1ip	Enah	15642358|15642358	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Apbb1ip	Kras	15642358|15642358	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Apbb1ip	Vasp	15642358|15642358	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Apbb2	Apbb2	15629131|15629131	"psi-mi:""MI:0463""(biogrid)|MI:0974(innatedb)"
Apbb2	Mapk8	15629131	"psi-mi:""MI:0463""(biogrid)"
Apc	Bub1b	15767571	"psi-mi:""MI:0463""(biogrid)"
Apc	Esr2	18464259	"psi-mi:""MI:0463""(biogrid)"
Apc	Mapre2	15207235	"psi-mi:""MI:0463""(biogrid)"
Apc	Dnmt1	10919675	"psi-mi:""MI:0463""(biogrid)"
Apc	Sparc	17299058	"psi-mi:""MI:0463""(biogrid)"
Apc	Il6	18056981	"psi-mi:""MI:0463""(biogrid)"
Apc	Dvl2	MINT-7890890|20224554	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Apc	Myc	17377531	"psi-mi:""MI:0463""(biogrid)"
Apc	Nos2	11606502	"psi-mi:""MI:0463""(biogrid)"
Apc	Plau	17893885	"psi-mi:""MI:0463""(biogrid)"
Apc	Otud7b	18281465	"psi-mi:""MI:0463""(biogrid)"
Apc	Myd88	17615359	"psi-mi:""MI:0463""(biogrid)"
Apc	Gsk3b	21487015|8638126	"MI:0974(innatedb)|psi-mi:""MI:1332""(bhf-ucl)"
Apc	Nos2	11731407	"psi-mi:""MI:0463""(biogrid)"
Apc	Sat1	15958588	"psi-mi:""MI:0463""(biogrid)"
Apc	Pxn	MINT-7890890|20224554	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Apc	Pla2g4a	10969066	"psi-mi:""MI:0463""(biogrid)"
Apc	Nr5a2	15684064	"psi-mi:""MI:0463""(biogrid)"
Apc	Terc	11381263	"psi-mi:""MI:0463""(biogrid)"
Apc	Pla2g2a	10451698|17299058|8978063|8978062|9288104|9159163	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Apc	Ptges	18485889	"psi-mi:""MI:0463""(biogrid)"
Apc	Jun	16007074	"psi-mi:""MI:0463""(biogrid)"
Apc	Ctnna1	17989230	"psi-mi:""MI:0463""(biogrid)"
Apc	Mmp7	9037065	"psi-mi:""MI:0463""(biogrid)"
Apc	Trp53	10716720|17200209	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Apc	Ptgs2	10987272|11533709|8945508	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Apc	Smad4	10626800|11197776|10708962|9506519	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Apc	Klf4	17671182	"psi-mi:""MI:0463""(biogrid)"
Apc	Btc	18656477	"psi-mi:""MI:0463""(biogrid)"
Apc	Ppard	15380519	"psi-mi:""MI:0463""(biogrid)"
Apc	Ptgs1	10987272	"psi-mi:""MI:0463""(biogrid)"
Apc	H19	18719115	"psi-mi:""MI:0463""(biogrid)"
Apc	Axin1	15327768	"psi-mi:""MI:0463""(biogrid)"
Apc	Myc	17596282	"psi-mi:""MI:0463""(biogrid)"
Apc	Gucy2c	17681179	"psi-mi:""MI:0463""(biogrid)"
Apc	Prkca	16849539	"psi-mi:""MI:0463""(biogrid)"
Apc	Ccnd1	15314168	"psi-mi:""MI:0463""(biogrid)"
Apc	Muc1	15020226	"psi-mi:""MI:0463""(biogrid)"
Apc	Ctnnb1	20211142|9554852|16611247|15327768	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Apc	Asph	11773073	"psi-mi:""MI:0463""(biogrid)"
Apc	Ctnnb1	10477752	MI:0974(innatedb)
Apc	Scrib	16611247	"psi-mi:""MI:0463""(biogrid)"
Apc	Apobec1	17875695	"psi-mi:""MI:0463""(biogrid)"
Apc	Cebpb	21487015	MI:0974(innatedb)
Apc	Axin2	9554852	"psi-mi:""MI:0463""(biogrid)"
Apex1	Mutyh	24209961	"psi-mi:""MI:0463""(biogrid)"
Apex1	Sin3a	22441348	"psi-mi:""MI:0463""(biogrid)"
Apex1	Hdac2	22441348	"psi-mi:""MI:0463""(biogrid)"
Apex1	Hdac1	22441348	"psi-mi:""MI:0463""(biogrid)"
Aph1a	Stxbp1	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1a	Plp1	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1a	Psen2	15474363	"psi-mi:""MI:0463""(biogrid)"
Aph1a	Atp1a3	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1a	Pde10a	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1a	Psen1	15146195|15146195|15474363|15146195	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Aph1a	Ywhaz	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1a	Ywhae	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1a	Atp1a1	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1a	Atp1b1	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1a	Mbp	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1a	Ncstn	15146195|15146195|15146195	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Aph1a	Dpysl2	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1a	Gnb1	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1b	Atp1a3	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1b	Plp1	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1b	Gnb1	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1b	Atp1b1	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1b	Mbp	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1b	Ywhaz	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1b	Atp1a1	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1b	Ywhae	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1b	Psen1	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1b	Stxbp1	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1b	Dpysl2	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1b	Pde10a	15146195	"psi-mi:""MI:0463""(biogrid)"
Aph1b	Ncstn	15146195	"psi-mi:""MI:0463""(biogrid)"
Aplp1	Dab1	10460257	"psi-mi:""MI:0469""(IntAct)"
Aplp1	Cpeb1	16314516	"psi-mi:""MI:0463""(biogrid)"
Aplp1	Prune2	17934213	"psi-mi:""MI:0469""(IntAct)"
Aplp1	Plpp1	17934213	"psi-mi:""MI:0469""(IntAct)"
Aplp1	Vgf	17934213	"psi-mi:""MI:0469""(IntAct)"
Aplp1	Plpp2	17934213	"psi-mi:""MI:0469""(IntAct)"
Aplp1	App	17934213|16193067	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0469""(IntAct)"
Aplp1	Rasal1	17934213	"psi-mi:""MI:0469""(IntAct)"
Aplp1	Pcdh18	11716507	"psi-mi:""MI:0469""(IntAct)"
Aplp2	Prnp	15146195|15146195	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Aplp2	Aplp1	16193067	"psi-mi:""MI:0469""(IntAct)"
Aplp2	Rasal1	17934213	"psi-mi:""MI:0469""(IntAct)"
Aplp2	Cpne8	17934213	"psi-mi:""MI:0469""(IntAct)"
Aplp2	Dab1	10460257	"psi-mi:""MI:0469""(IntAct)"
Aplp2	Rhoa	17934213	"psi-mi:""MI:0469""(IntAct)"
Aplp2	Kif1a	17934213	"psi-mi:""MI:0469""(IntAct)"
Aplp2	Gas7	17934213	"psi-mi:""MI:0469""(IntAct)"
Aplp2	App	17934213|16193067	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0469""(IntAct)"
Aplp2	Rac1	17934213	"psi-mi:""MI:0469""(IntAct)"
Aplp2	Rp2	17934213	"psi-mi:""MI:0469""(IntAct)"
Aplp2	Ppp2ca	17934213	"psi-mi:""MI:0469""(IntAct)"
Apoa1	Apoe	15654758	"psi-mi:""MI:0463""(biogrid)"
Apoa1	Kcnma1	19423573	"psi-mi:""MI:0469""(IntAct)"
Apoa1	Apob	15654758	"psi-mi:""MI:0463""(biogrid)"
Apoa1	Apoa1	11744719	"psi-mi:""MI:0463""(biogrid)"
Apoa1bp	Apoa1bp	22940582	MI:0465(dip)
Apoe	Set	21289314	"psi-mi:""MI:0463""(biogrid)"
App	Numb	12011466	"psi-mi:""MI:0471""(MINT)"
App	Psen1	22036569	"psi-mi:""MI:0469""(IntAct)"
App	Snca	18769546	"psi-mi:""MI:0463""(biogrid)"
App	Hsp90b1	17934213	"psi-mi:""MI:0469""(IntAct)"
App	Clec4g	25957769	"psi-mi:""MI:0471""(MINT)"
App	Numb	12011466	"psi-mi:""MI:0471""(MINT)"
App	Ranbp9	19251705	"psi-mi:""MI:0463""(biogrid)"
App	App	20573181|fj-10-0047.r1	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
App	Srgap3	17934213	"psi-mi:""MI:0469""(IntAct)"
App	Sh3gl3	22036569	"psi-mi:""MI:0469""(IntAct)"
App	Lingo1	17934213	"psi-mi:""MI:0469""(IntAct)"
